bounds,benchmark,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement
signals,BenchmarkCompileFull/sieve,ns/op,28248.5,23654.5,-16.26281041471228,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/sieve,code-B,260,260,0,1,12,12,reported
signals,BenchmarkCompileFull/sieve,B/op,25569,22313,-12.734170284328684,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/sieve,allocs/op,88,90,2.2727272727272707,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.max,ns/op,33538.5,33505.5,-0.0983943825752509,0.5407195442866461,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.max,B/op,1,1,0,0.7038632386593081,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.max,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/mandelbrot.render,ns/op,31568,31691,0.389635073492145,0.2913426592252814,12,12,reported
signals,BenchmarkExecParallel/independent/mandelbrot.render,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/mandelbrot.render,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.min,ns/op,31852,32134.5,0.8869144794675377,0.014492507089088056,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.min,B/op,0,1,,0.2203467551428246,12,12,reported
signals,BenchmarkExecParallel/process/isa_f64.min,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_f32.min,ns/op,31927.5,32086.5,0.49800328870095445,0.34735791869995664,12,12,reported
signals,BenchmarkExecParallel/process/isa_f32.min,B/op,0,1,,0.16045228159913852,12,12,reported
signals,BenchmarkExecParallel/process/isa_f32.min,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFull/linked_list,ns/op,23994,21481.5,-10.471367841960488,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/linked_list,code-B,199,199,0,1,12,12,reported
signals,BenchmarkCompileFull/linked_list,B/op,21921,20072,-8.434834177272933,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/linked_list,allocs/op,87,89,2.298850574712641,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/memory,ns/op,23404.5,21042,-10.094212651413192,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/memory,code-B,196,196,0,1,12,12,reported
signals,BenchmarkCompileFull/memory,B/op,19808,18992,-4.119547657512113,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/memory,allocs/op,89,91,2.2471910112359605,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/globals,ns/op,21216,20108,-5.22247360482655,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/globals,code-B,148,148,0,1,12,12,reported
signals,BenchmarkCompileFull/globals,B/op,20200,19520,-3.3663366336633693,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/globals,allocs/op,95,97,2.1052631578947434,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/independent/isa_f64.sqrt,ns/op,21749,21288.5,-2.1173387282173883,0.5137225810936943,12,12,reported
signals,BenchmarkExecParallel/independent/isa_f64.sqrt,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_f64.sqrt,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p8,ns/op,20041041,9796433.5,-51.11814051974646,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p8,code-B,3634105,3634105,0,1,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p8,B/op,17279522,16939035.5,-1.9704624931175752,0.017271192934135458,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4503,4621.5,2.6315789473684292,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/float,ns/op,19332.5,17652.5,-8.69002974266132,0.00014422244870488242,12,12,reported
signals,BenchmarkCompileFull/float,code-B,150,150,0,1,12,12,reported
signals,BenchmarkCompileFull/float,B/op,32633,18112,-44.49790089786413,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/float,allocs/op,79,81,2.5316455696202445,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/independent/utf-as.convertN,ns/op,21810.5,21754,-0.2590495403590021,0.4775752582321434,12,12,reported
signals,BenchmarkExecParallel/independent/utf-as.convertN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/utf-as.convertN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFull/arith,ns/op,19847.5,17772,-10.457236427761686,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/arith,code-B,107,107,0,1,12,12,reported
signals,BenchmarkCompileFull/arith,B/op,32569,18048,-44.58534188952685,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/arith,allocs/op,75,77,2.6666666666666616,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/process/json-as.serializeN,ns/op,21920,21939.5,0.08895985401460305,0.5040005088463831,12,12,reported
signals,BenchmarkExecParallel/process/json-as.serializeN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/json-as.serializeN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFull/fib_rec,ns/op,18789.5,17720,-5.692008834721518,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/fib_rec,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFull/fib_rec,B/op,18024,17320,-3.9059032401242755,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/fib_rec,allocs/op,83,85,2.4096385542168752,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/branches,ns/op,17417.5,16369,-6.019807664705034,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/branches,code-B,120,120,0,1,12,12,reported
signals,BenchmarkCompileFull/branches,B/op,18984,18032,-5.014749262536878,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/branches,allocs/op,74,76,2.7027027027026973,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/fib_iter,ns/op,18580.5,17368.5,-6.5229676273512505,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/fib_iter,code-B,99,99,0,1,12,12,reported
signals,BenchmarkCompileFull/fib_iter,B/op,18192,17752,-2.4186455584872424,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/fib_iter,allocs/op,75,77,2.6666666666666616,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p1,ns/op,18331.5,17479,-4.650465046504648,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p1,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p1,B/op,17880,17176,-3.9373601789709167,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p1,allocs/op,82,84,2.4390243902439046,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/auto,ns/op,19740.5,18947.5,-4.017122160026343,0.008293160601681265,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/auto,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/auto,B/op,17880,17176,-3.9373601789709167,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/auto,allocs/op,82,84,2.4390243902439046,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p2,ns/op,18968,18441.5,-2.7757275411218862,0.1135023275284414,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p2,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p2,B/op,17880,17176,-3.9373601789709167,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p2,allocs/op,82,84,2.4390243902439046,7.39602301050679e-7,12,12,reported
signals,BenchmarkValidateWorkers/esbuild/p8,ns/op,20903660,18715289,-10.468841341659784,7.39602301050679e-7,12,12,reported
signals,BenchmarkValidateWorkers/esbuild/p8,B/op,5614854.5,5598629,-0.2889745406581823,0.4775752582321434,12,12,reported
signals,BenchmarkValidateWorkers/esbuild/p8,allocs/op,4282,4282,0,0.8970355260569287,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p8,ns/op,18377.5,17458.5,-5.000680179567407,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p8,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p8,B/op,17880,17176,-3.9373601789709167,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p8,allocs/op,82,84,2.4390243902439046,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p4,ns/op,18440.5,17609.5,-4.506385401697354,0.004260848856352962,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p4,code-B,163,163,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p4,B/op,17880,17176,-3.9373601789709167,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/fib_rec/p4,allocs/op,82,84,2.4390243902439046,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f32x4.div,ns/op,19030.5,18992.5,-0.19967946191640218,0.37768531105453973,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f32x4.div,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f32x4.div,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/auto,ns/op,16876.5,16319.5,-3.3004473676413904,0.000001479204602101358,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/auto,code-B,96,96,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/auto,B/op,16056,16136,0.49825610363727346,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/auto,allocs/op,73,75,2.7397260273972712,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/tiny,ns/op,16982.5,16646,-1.9814514941851935,0.000033282103547280556,12,12,reported
signals,BenchmarkCompileFull/tiny,code-B,96,96,0,1,12,12,reported
signals,BenchmarkCompileFull/tiny,B/op,16200,16280,0.49382716049382047,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFull/tiny,allocs/op,74,76,2.7027027027026973,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/independent/matmul.run,ns/op,14975,14946,-0.19365609348914736,0.8101892050606548,12,12,reported
signals,BenchmarkExecParallel/independent/matmul.run,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/matmul.run,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/p1,ns/op,16852,16364,-2.8957987182530287,0.000005177216107354753,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/p1,code-B,96,96,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/p1,B/op,16056,16136,0.49825610363727346,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/tiny/p1,allocs/op,73,75,2.7397260273972712,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileCompact/fib_rec,ns/op,14385.5,14283.5,-0.7090473045775258,0.37768531105453973,12,12,reported
signals,BenchmarkCompileCompact/fib_rec,B/op,13342,12574,-5.75625843201919,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileCompact/fib_rec,allocs/op,37,37,0,1,12,12,reported
signals,BenchmarkCompileCompact/tiny,ns/op,14166,14107.5,-0.41296060991105055,0.5037815865652722,12,12,reported
signals,BenchmarkCompileCompact/tiny,B/op,10590.5,10590,-0.004721212407343689,0.9660130554598182,12,12,reported
signals,BenchmarkCompileCompact/tiny,allocs/op,26,26,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shl,ns/op,14198.5,14379,1.2712610487023213,0.21355572681457727,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shl,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shl,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,ns/op,14609159,6794992,-53.48813713369811,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,code-B,709149,709149,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,B/op,4694716.5,4721153.5,0.563122395143556,0.000014052443719962901,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,allocs/op,3270.5,3325.5,1.6817000458645426,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.rotr,ns/op,14394.5,14561.5,1.1601653409288204,0.5137225810936943,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.rotr,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.rotr,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_ctl.br_if,ns/op,14295,14305,0.06995452955578241,0.40091547972824054,12,12,reported
signals,BenchmarkExecParallel/process/isa_ctl.br_if,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_ctl.br_if,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.rotr,ns/op,14381.5,14373.5,-0.05562702082536619,0.7125350756391273,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.rotr,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.rotr,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shr_s,ns/op,14412,14497,0.5897862892034311,0.7987453386564977,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shr_s,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.shr_s,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.ctz,ns/op,14453.5,14467,0.09340298197668684,0.7665963058344267,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.ctz,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.ctz,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.or,ns/op,14226.5,14186,-0.2846799985941728,0.4775752582321434,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.or,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i64.or,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.or,ns/op,14241.5,14203,-0.27033669206193434,0.43429890879076505,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.or,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.or,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.and,ns/op,14240.5,14212,-0.2001334222815232,0.8110286536723473,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.and,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_i32.and,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.mul,ns/op,12564,12559.5,-0.03581661891117749,0.7235595875385887,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.mul,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.mul,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f64x2.min,ns/op,11000.5,10948.5,-0.4727057861006356,0.0706371969664472,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f64x2.min,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_f64x2.min,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,ns/op,14772931.5,6889008,-53.36735975523883,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,code-B,709149,709149,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,B/op,4693306.5,4725409,0.6840060413697779,0.000008875227612608148,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,allocs/op,3271.5,3327.5,1.7117530184930452,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/independent/quicksort.sortN,ns/op,9322.5,9302.5,-0.21453472780906813,1,12,12,reported
signals,BenchmarkExecParallel/independent/quicksort.sortN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/quicksort.sortN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExec/isa_simd_f64x2.min,ns/op,9906,9888.5,-0.17666060973147157,0.7235433162879656,12,12,reported
signals,BenchmarkExec/isa_simd_f64x2.min,calls/batch,205,204,-0.4878048780487809,0.37811280118454704,12,12,reported
signals,BenchmarkExec/isa_simd_f64x2.min,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
signals,BenchmarkExec/isa_simd_f64x2.min,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
signals,BenchmarkExec/isa_simd_f64x2.min,B/call,0,0,0,1,12,12,derived per sample from calls/batch
signals,BenchmarkExec/isa_simd_f64x2.min,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
signals,BenchmarkInstantiate/sha256,ns/op,7407.5,7466,0.7897401282483951,0.015115991828873777,12,12,reported
signals,BenchmarkInstantiate/sha256,B/op,1760,1752,-0.4545454545454519,7.39602301050679e-7,12,12,reported
signals,BenchmarkInstantiate/sha256,allocs/op,10,9,-9.999999999999998,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.extmul_low_u,ns/op,7714.5,7763.5,0.6351675416423674,0.2656695841512102,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.extmul_low_u,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/process/isa_simd_i64x2.extmul_low_u,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.deserializeN,ns/op,6059.5,6009.5,-0.8251505899826705,0.8873859348351204,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.deserializeN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.deserializeN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/sha256.hashN,ns/op,5189,5151,-0.7323183657737542,0.629725504001988,12,12,reported
signals,BenchmarkExecParallel/independent/sha256.hashN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/sha256.hashN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.serializeN,ns/op,3710,3532,-4.797843665768198,0.4775752582321434,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.serializeN,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/json-as.serializeN,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.br_table,ns/op,3154.5,3201.5,1.4899350134728095,0.40951039806875045,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.br_table,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.br_table,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_i32.rotl,ns/op,2180.5,2197.5,0.7796376977757369,0.25919510560781256,12,12,reported
signals,BenchmarkExecParallel/independent/isa_i32.rotl,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_i32.rotl,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.if_else,ns/op,1802,1789,-0.721420643729187,0.2415237878288087,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.if_else,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_ctl.if_else,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,ns/op,13558208.5,5588669,-58.780181024653814,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,code-B,709149,709149,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,B/op,5445048,5465612,0.3776642556686305,0.000001479204602101358,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,allocs/op,3996,4102,2.652652652652643,7.39602301050679e-7,12,12,reported
signals,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,ns/op,1700,1680.5,-1.1470588235294121,0.3253784175173326,12,12,reported
signals,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkValidate/tiny,ns/op,672.65,678.3,0.8399613469114664,0.008700681469560188,12,12,reported
signals,BenchmarkValidate/tiny,B/op,1560,1560,0,1,12,12,reported
signals,BenchmarkValidate/tiny,allocs/op,11,11,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_simd_i32x4.extadd_pairwise_u,ns/op,692.05,707.3,2.203598005924423,0.0017654306926079709,12,12,reported
signals,BenchmarkExecParallel/independent/isa_simd_i32x4.extadd_pairwise_u,B/op,0,0,0,1,12,12,reported
